#2018-10-12
#11:48
#Balayage par: Administrateur
#ScanTask Size: 201,2


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
500E+0	650E+0	12.389986450195312E+3	-6.2584766235351562E+3	-58.65086474609375E+3	60.271105206418942E+3
505E+0	650E+0	12.395124389648437E+3	-6.2925765380859375E+3	-58.68489208984375E+3	60.308821998748644E+3
510E+0	650E+0	12.391766235351562E+3	-6.291270263671875E+3	-58.6798232421875E+3	60.303064932254485E+3
515E+0	650E+0	12.392130493164062E+3	-6.3378211669921875E+3	-58.72359912109375E+3	60.350610763633587E+3
520E+0	650E+0	12.389554931640625E+3	-6.3825310668945312E+3	-58.7776259765625E+3	60.407361232265619E+3
525E+0	650E+0	12.392708618164062E+3	-6.4162264404296875E+3	-58.810849609375E+3	60.443901173621052E+3
530E+0	650E+0	12.39503271484375E+3	-6.4449773559570312E+3	-58.84295166015625E+3	60.478670701137074E+3
535E+0	650E+0	12.39868505859375E+3	-6.4737020874023437E+3	-58.873693359375E+3	60.51239585324403E+3
540E+0	650E+0	12.403777465820312E+3	-6.5117218017578125E+3	-58.90589208984375E+3	60.548844270179914E+3
545E+0	650E+0	12.407173828125E+3	-6.5313197021484375E+3	-58.9365498046875E+3	60.581474177641983E+3
550E+0	650E+0	12.409673828125E+3	-6.5601638793945312E+3	-58.965900390625E+3	60.613654706200003E+3
555E+0	650E+0	12.412121948242187E+3	-6.567627197265625E+3	-58.9656083984375E+3	60.614684521609706E+3
560E+0	650E+0	12.418356201171875E+3	-6.6012423095703125E+3	-59.0036123046875E+3	60.656583764844705E+3
565E+0	650E+0	12.426188232421875E+3	-6.636326904296875E+3	-59.0527021484375E+3	60.709758996096687E+3
570E+0	650E+0	12.434632080078125E+3	-6.6705725708007812E+3	-59.08528955078125E+3	60.74693835979783E+3
575E+0	650E+0	12.44377783203125E+3	-6.6957567138671875E+3	-59.11078564453125E+3	60.776382046855826E+3
580E+0	650E+0	12.441548828125E+3	-6.7101638793945312E+3	-59.14161669921875E+3	60.807494267038317E+3
585E+0	650E+0	12.444668579101562E+3	-6.7352335205078125E+3	-59.16647021484375E+3	60.835077974442538E+3
590E+0	650E+0	12.447047241210937E+3	-6.7512166748046875E+3	-59.19280908203125E+3	60.862951095079363E+3
595E+0	650E+0	12.45690673828125E+3	-6.78866064453125E+3	-59.21555712890625E+3	60.891253756438113E+3
600E+0	650E+0	12.448020141601562E+3	-6.7717234497070312E+3	-59.21901123046875E+3	60.890907900397855E+3
605E+0	650E+0	12.4559404296875E+3	-6.7949903564453125E+3	-59.24308349609375E+3	60.918528374295332E+3
610E+0	650E+0	12.4656845703125E+3	-6.8284544067382812E+3	-59.288208984375E+3	60.968147359598144E+3
615E+0	650E+0	12.47541455078125E+3	-6.8483525390625E+3	-59.30816650390625E+3	60.991774759874745E+3
620E+0	650E+0	12.481966918945312E+3	-6.8611881103515625E+3	-59.3335810546875E+3	61.019269704745966E+3
625E+0	650E+0	12.497710815429687E+3	-6.8822552490234375E+3	-59.35006005859375E+3	61.040890384084894E+3
630E+0	650E+0	12.51023486328125E+3	-6.8985510864257812E+3	-59.36345703125E+3	61.058318034268028E+3
635E+0	650E+0	12.517449584960937E+3	-6.9017777099609375E+3	-59.3873984375E+3	61.083436090095667E+3
640E+0	650E+0	12.53815869140625E+3	-6.916421875E+3	-59.404029296875E+3	61.105507244307206E+3
645E+0	650E+0	12.56034814453125E+3	-6.9374235229492187E+3	-59.41660400390625E+3	61.124664963767158E+3
650E+0	650E+0	12.5563291015625E+3	-6.9299488525390625E+3	-59.413650390625E+3	61.12012663303392E+3
655E+0	650E+0	12.5888662109375E+3	-6.9457435913085937E+3	-59.4326044921875E+3	61.147034858722669E+3
660E+0	650E+0	12.628879516601562E+3	-6.9641176147460937E+3	-59.448111328125E+3	61.172442577458729E+3
665E+0	650E+0	12.65172802734375E+3	-6.9616797485351562E+3	-59.45460888671875E+3	61.183203133890282E+3
670E+0	650E+0	12.684417236328125E+3	-6.9693328857421875E+3	-59.46558056640625E+3	61.201501853812282E+3
675E+0	650E+0	12.71403564453125E+3	-6.9806473388671875E+3	-59.46856884765625E+3	61.211837797580287E+3
680E+0	650E+0	12.745238403320312E+3	-6.98310986328125E+3	-59.468927734375E+3	61.218957747988294E+3
685E+0	650E+0	12.772177001953125E+3	-6.9822137451171875E+3	-59.4684326171875E+3	61.223991217421586E+3
690E+0	650E+0	12.801675170898437E+3	-6.97943359375E+3	-59.46898193359375E+3	61.230364361135507E+3
695E+0	650E+0	12.804077758789062E+3	-6.98170166015625E+3	-59.46775732421875E+3	61.229939482227957E+3
700E+0	650E+0	12.842070068359375E+3	-6.9891771850585937E+3	-59.465400390625E+3	61.236454984415286E+3
705E+0	650E+0	12.9022509765625E+3	-6.9863063354492187E+3	-59.46142431640625E+3	61.244916519004371E+3
710E+0	650E+0	12.937998046875E+3	-6.9790908813476562E+3	-59.45958447265625E+3	61.249851787806569E+3
715E+0	650E+0	12.975706787109375E+3	-6.9849755859375E+3	-59.446248046875E+3	61.245549920534031E+3
720E+0	650E+0	13.010371337890625E+3	-6.9667945556640625E+3	-59.43675146484375E+3	61.241614375795863E+3
725E+0	650E+0	13.05021435546875E+3	-6.96113720703125E+3	-59.429107421875E+3	61.242031612285471E+3
730E+0	650E+0	13.103253295898437E+3	-6.9613141479492187E+3	-59.4148564453125E+3	61.239548709306837E+3
735E+0	650E+0	13.147864501953125E+3	-6.9454878540039062E+3	-59.3998583984375E+3	61.232766353361985E+3
740E+0	650E+0	13.150885864257812E+3	-6.952870361328125E+3	-59.3951884765625E+3	61.229720629591364E+3
745E+0	650E+0	13.193580810546875E+3	-6.9399254150390625E+3	-59.381E+3	61.223676614926415E+3
750E+0	650E+0	13.276028930664062E+3	-6.908394287109375E+3	-59.34005517578125E+3	61.198229342287283E+3
755E+0	650E+0	13.339584594726562E+3	-6.9030826416015625E+3	-59.31442529296875E+3	61.186599778683427E+3
760E+0	650E+0	13.383471313476562E+3	-6.8774067993164062E+3	-59.2918671875E+3	61.171431076205859E+3
765E+0	650E+0	13.434314697265625E+3	-6.8713783569335937E+3	-59.2679765625E+3	61.158744803746122E+3
770E+0	650E+0	13.48640234375E+3	-6.8413984375E+3	-59.2360048828125E+3	61.135866902216716E+3
775E+0	650E+0	13.5428359375E+3	-6.8235097045898437E+3	-59.20459033203125E+3	61.115908946353062E+3
780E+0	650E+0	13.600298461914062E+3	-6.8134727783203125E+3	-59.16743017578125E+3	61.091558162947396E+3
785E+0	650E+0	13.667811889648437E+3	-6.7930736694335937E+3	-59.12639013671875E+3	61.064612752605382E+3
790E+0	650E+0	13.662927612304687E+3	-6.79389794921875E+3	-59.12736279296875E+3	61.064556158692401E+3
795E+0	650E+0	13.740927856445312E+3	-6.7565579223632812E+3	-59.07686181640625E+3	61.029028074571783E+3
800E+0	650E+0	13.855576904296875E+3	-6.7186279296875E+3	-59.00421728515625E+3	60.98046509839515E+3
805E+0	650E+0	13.916521240234375E+3	-6.6923370971679687E+3	-58.95406494140625E+3	60.942935850052781E+3
810E+0	650E+0	13.982079956054687E+3	-6.653696533203125E+3	-58.90399609375E+3	60.905282906030392E+3
815E+0	650E+0	14.055487426757812E+3	-6.6355120239257812E+3	-58.8476201171875E+3	60.865686411423936E+3
820E+0	650E+0	14.121227172851562E+3	-6.6021492919921875E+3	-58.7962822265625E+3	60.827649509761089E+3
825E+0	650E+0	14.195708740234375E+3	-6.57262451171875E+3	-58.73341064453125E+3	60.781027534623594E+3
830E+0	650E+0	14.255544189453125E+3	-6.5342784423828125E+3	-58.6806484375E+3	60.739926744396653E+3
835E+0	650E+0	14.260471435546875E+3	-6.5421636352539062E+3	-58.6744873046875E+3	60.735976665084512E+3
840E+0	650E+0	14.338969970703125E+3	-6.4858441772460937E+3	-58.5987216796875E+3	60.675242336737472E+3
845E+0	650E+0	14.470409545898437E+3	-6.4334298706054687E+3	-58.4781435546875E+3	60.584464324715751E+3
850E+0	650E+0	14.550930786132812E+3	-6.3867269897460937E+3	-58.4006142578125E+3	60.523996208759709E+3
855E+0	650E+0	14.619626708984375E+3	-6.3476680297851562E+3	-58.3231865234375E+3	60.461749764690801E+3
860E+0	650E+0	14.687579833984375E+3	-6.295569091796875E+3	-58.25067822265625E+3	60.402841904681314E+3
865E+0	650E+0	14.767206176757812E+3	-6.2581038208007812E+3	-58.1617236328125E+3	60.332603864900717E+3
870E+0	650E+0	14.841913330078125E+3	-6.2178756713867187E+3	-58.07909375E+3	60.267137650367367E+3
875E+0	650E+0	14.910132568359375E+3	-6.158752685546875E+3	-57.9983173828125E+3	60.200076867465861E+3
880E+0	650E+0	14.906946899414062E+3	-6.15514990234375E+3	-57.994982421875E+3	60.195704712170649E+3
885E+0	650E+0	14.994952758789062E+3	-6.1156429443359375E+3	-57.8939033203125E+3	60.11619069834688E+3
890E+0	650E+0	15.130275756835937E+3	-6.0225767211914062E+3	-57.726279296875E+3	59.979352321476515E+3
895E+0	650E+0	15.207429443359375E+3	-5.9613724365234375E+3	-57.62050390625E+3	59.890974688008944E+3
900E+0	650E+0	15.289932739257812E+3	-5.9130557250976562E+3	-57.5171337890625E+3	59.807768940666574E+3
905E+0	650E+0	15.363478393554687E+3	-5.8610875854492187E+3	-57.4114794921875E+3	59.719925036061606E+3
910E+0	650E+0	15.43898681640625E+3	-5.8019060668945312E+3	-57.31020751953125E+3	59.636290161235469E+3
915E+0	650E+0	15.50955322265625E+3	-5.7319462280273437E+3	-57.197078125E+3	59.539143021883894E+3
920E+0	650E+0	15.596887084960937E+3	-5.6902217407226562E+3	-57.0712041015625E+3	59.437078798882969E+3
925E+0	650E+0	15.654252197265625E+3	-5.6217509765625E+3	-56.96480859375E+3	59.343502997744734E+3
930E+0	650E+0	15.727868774414062E+3	-5.553349365234375E+3	-56.843068359375E+3	59.239703260049333E+3
935E+0	650E+0	15.729931030273437E+3	-5.5560440673828125E+3	-56.84616259765625E+3	59.2434716370881E+3
940E+0	650E+0	15.815889038085937E+3	-5.4899839477539062E+3	-56.7043310546875E+3	59.1241594510172E+3
945E+0	650E+0	15.945834594726562E+3	-5.3707901611328125E+3	-56.48311865234375E+3	58.936068953777445E+3
950E+0	650E+0	16.0316328125E+3	-5.2957434692382812E+3	-56.34127197265625E+3	58.816662411070341E+3
955E+0	650E+0	16.10857373046875E+3	-5.2276863403320312E+3	-56.19981103515625E+3	58.696135083328598E+3
960E+0	650E+0	16.178446655273437E+3	-5.1564893798828125E+3	-56.07052685546875E+3	58.585304222600636E+3
965E+0	650E+0	16.257303344726562E+3	-5.0876013793945312E+3	-55.92594970703125E+3	58.462787706141527E+3
970E+0	650E+0	16.323124267578125E+3	-5.002479248046875E+3	-55.7813154296875E+3	58.335467289461398E+3
975E+0	650E+0	16.391683227539062E+3	-4.9247403564453125E+3	-55.64016845703125E+3	58.213150827948775E+3
980E+0	650E+0	16.46801611328125E+3	-4.85073193359375E+3	-55.486685546875E+3	58.081841980203077E+3
985E+0	650E+0	16.467511474609375E+3	-4.8496527099609375E+3	-55.4852734375E+3	58.080258606081057E+3
990E+0	650E+0	16.553136962890625E+3	-4.7384741821289062E+3	-55.2835498046875E+3	57.902795498905238E+3
995E+0	650E+0	16.657013549804687E+3	-4.6083349914550781E+3	-55.02890966796875E+3	57.679081866810862E+3
1E+3	650E+0	16.718541381835937E+3	-4.5322104797363281E+3	-54.86879052734375E+3	57.538136421057134E+3
1.005E+3	650E+0	16.777866455078125E+3	-4.4484726257324219E+3	-54.70422119140625E+3	57.391985439222975E+3
1.01E+3	650E+0	16.83588623046875E+3	-4.365166259765625E+3	-54.53857763671875E+3	57.244740609353183E+3
1.015E+3	650E+0	16.8884716796875E+3	-4.2744633178710937E+3	-54.37997509765625E+3	57.102328314663275E+3
1.02E+3	650E+0	16.941079467773437E+3	-4.1833947448730469E+3	-54.22006787109375E+3	56.95892953120642E+3
1.025E+3	650E+0	16.995011352539062E+3	-4.0993152770996094E+3	-54.0477470703125E+3	56.80489658976769E+3
1.03E+3	650E+0	16.994083984375E+3	-4.1002330932617187E+3	-54.05169921875E+3	56.808447059894192E+3
1.035E+3	650E+0	17.0592724609375E+3	-3.997103515625E+3	-53.8530712890625E+3	56.631723968053462E+3
1.04E+3	650E+0	17.136089233398437E+3	-3.8461728515625E+3	-53.5605244140625E+3	56.366398844353222E+3
1.045E+3	650E+0	17.182949951171875E+3	-3.733498291015625E+3	-53.37809423828125E+3	56.199787635699708E+3
1.05E+3	650E+0	17.219119262695312E+3	-3.6510559997558594E+3	-53.20917529296875E+3	56.045046785664155E+3
1.055E+3	650E+0	17.25064501953125E+3	-3.5479547424316406E+3	-53.048404296875E+3	55.89551348809668E+3
1.06E+3	650E+0	17.29375634765625E+3	-3.4552914733886719E+3	-52.8658115234375E+3	55.729794330620716E+3
1.065E+3	650E+0	17.325888916015625E+3	-3.3700673217773437E+3	-52.695107421875E+3	55.572663812385428E+3
1.07E+3	650E+0	17.359409301757812E+3	-3.2715028076171875E+3	-52.52632470703125E+3	55.417227422729258E+3
1.075E+3	650E+0	17.35373388671875E+3	-3.2579917602539062E+3	-52.5320390625E+3	55.420068960408556E+3
1.08E+3	650E+0	17.376890625E+3	-3.1580286865234375E+3	-52.348771484375E+3	55.247855962833491E+3
1.085E+3	650E+0	17.431128173828125E+3	-2.9824263916015625E+3	-52.02760009765625E+3	54.951007909206695E+3
1.09E+3	650E+0	17.463408325195312E+3	-2.8830388488769531E+3	-51.82498388671875E+3	54.764163610749332E+3
1.095E+3	650E+0	17.478665405273437E+3	-2.7687799377441406E+3	-51.66100830078125E+3	54.607986341362361E+3
1.1E+3	650E+0	17.495899536132812E+3	-2.6780281982421875E+3	-51.473853515625E+3	54.431959223626967E+3
1.105E+3	650E+0	17.505831420898437E+3	-2.5679453430175781E+3	-51.30986181640625E+3	54.274786788659301E+3
1.11E+3	650E+0	17.50992041015625E+3	-2.4597112121582031E+3	-51.1365859375E+3	54.107300497877804E+3
1.115E+3	650E+0	17.51898681640625E+3	-2.3679087829589844E+3	-50.958408203125E+3	53.937777086025213E+3
1.12E+3	650E+0	17.53007421875E+3	-2.2705785064697266E+3	-50.7891416015625E+3	53.777302717332328E+3
1.125E+3	650E+0	17.52913671875E+3	-2.2700638427734375E+3	-50.792529296875E+3	53.780172947706691E+3
1.13E+3	650E+0	17.52242236328125E+3	-2.1364319610595703E+3	-50.56507177734375E+3	53.557717208942333E+3
1.135E+3	650E+0	17.514137573242187E+3	-1.9490323638916016E+3	-50.27585791015625E+3	53.274838000786054E+3
1.14E+3	650E+0	17.511145141601562E+3	-1.8408403015136719E+3	-50.092615234375E+3	53.09709812278091E+3
1.145E+3	650E+0	17.501467651367187E+3	-1.7429364929199219E+3	-49.9256494140625E+3	52.933093863256305E+3
1.15E+3	650E+0	17.491449096679687E+3	-1.6344484558105469E+3	-49.75690673828125E+3	52.767174318176796E+3
1.155E+3	650E+0	17.466113525390625E+3	-1.5208540649414062E+3	-49.58204833984375E+3	52.590497897567082E+3
1.16E+3	650E+0	17.441760131835937E+3	-1.4118184509277344E+3	-49.43073486328125E+3	52.436705165241641E+3
1.165E+3	650E+0	17.415817504882812E+3	-1.3027317352294922E+3	-49.25711474609375E+3	52.261589049345661E+3
1.17E+3	650E+0	17.425618041992187E+3	-1.3111716156005859E+3	-49.25508740234375E+3	52.263158837933814E+3
1.175E+3	650E+0	17.384772338867187E+3	-1.186054573059082E+3	-49.0743818359375E+3	52.076238342170633E+3
1.18E+3	650E+0	17.328337524414062E+3	-991.30671691894531E+0	-48.78416748046875E+3	51.779835309679576E+3
1.185E+3	650E+0	17.277863037109375E+3	-865.63716125488281E+0	-48.62931103515625E+3	51.614789596665068E+3
1.19E+3	650E+0	17.236861694335937E+3	-763.06322479248047E+0	-48.4638349609375E+3	51.443537187812435E+3
1.195E+3	650E+0	17.188118286132812E+3	-668.7967529296875E+0	-48.311609375E+3	51.282479810353419E+3
1.2E+3	650E+0	17.148203491210937E+3	-562.3714599609375E+0	-48.16644091796875E+3	51.13106234525943E+3
200E+0	651E+0	17.470785278320312E+3	-1.5394601593017578E+3	-49.58801708984375E+3	52.59822138318004E+3
205E+0	651E+0	10.573372802734375E+3	-2.5299548034667969E+3	-55.08235009765625E+3	56.14502518323157E+3
210E+0	651E+0	10.564399780273437E+3	-2.5148357849121094E+3	-55.08190576171875E+3	56.142221240143975E+3
215E+0	651E+0	10.558844604492187E+3	-2.6163000793457031E+3	-55.1109443359375E+3	56.174304449318079E+3
220E+0	651E+0	10.54843310546875E+3	-2.7602600708007812E+3	-55.1629033203125E+3	56.23020976972382E+3
225E+0	651E+0	10.545133666992187E+3	-2.8525511169433594E+3	-55.18698095703125E+3	56.257813611016856E+3
230E+0	651E+0	10.5450263671875E+3	-2.8529851684570312E+3	-55.1889716796875E+3	56.259771798098649E+3
235E+0	651E+0	10.540085815429687E+3	-2.9668977355957031E+3	-55.2211923828125E+3	56.296340354145926E+3
240E+0	651E+0	10.53214697265625E+3	-3.0801527709960937E+3	-55.26825439453125E+3	56.347097353998615E+3
245E+0	651E+0	10.535468872070312E+3	-3.173929931640625E+3	-55.289068359375E+3	56.373333034019655E+3
250E+0	651E+0	10.534137329101562E+3	-3.2452593078613281E+3	-55.31414453125E+3	56.401740465053932E+3
255E+0	651E+0	10.542429809570312E+3	-3.3294654541015625E+3	-55.3397568359375E+3	56.433312137171233E+3
260E+0	651E+0	10.549186279296875E+3	-3.4006761779785156E+3	-55.36002734375E+3	56.458698036336907E+3
265E+0	651E+0	10.557846069335937E+3	-3.4774053955078125E+3	-55.39415869140625E+3	56.498455657743289E+3
270E+0	651E+0	10.564443725585937E+3	-3.5508703002929687E+3	-55.4147451171875E+3	56.524435890727247E+3
275E+0	651E+0	10.555713500976562E+3	-3.5378340454101562E+3	-55.4183046875E+3	56.52547922117819E+3
280E+0	651E+0	10.563220092773437E+3	-3.6268135375976562E+3	-55.44745361328125E+3	56.561097109534094E+3
285E+0	651E+0	10.581580688476562E+3	-3.7638320922851562E+3	-55.49079931640625E+3	56.615962127428487E+3
290E+0	651E+0	10.589008178710937E+3	-3.8352652893066406E+3	-55.5141591796875E+3	56.645039598237781E+3
295E+0	651E+0	10.594898193359375E+3	-3.8985047302246094E+3	-55.543E+3	56.678717945075623E+3
300E+0	651E+0	10.610207153320312E+3	-3.9762248840332031E+3	-55.56369677734375E+3	56.707261764129631E+3
305E+0	651E+0	10.6189052734375E+3	-4.0425126037597656E+3	-55.5883486328125E+3	56.737727865541994E+3
310E+0	651E+0	10.6339599609375E+3	-4.1084422607421875E+3	-55.60819873046875E+3	56.764728638429828E+3
315E+0	651E+0	10.64277734375E+3	-4.1642341918945312E+3	-55.63388134765625E+3	56.795600130180835E+3
320E+0	651E+0	10.647496826171875E+3	-4.1755408020019531E+3	-55.6284677734375E+3	56.792016164767781E+3
325E+0	651E+0	10.6602197265625E+3	-4.2466459045410156E+3	-55.650685546875E+3	56.821432436524526E+3
330E+0	651E+0	10.689109619140625E+3	-4.3540296325683594E+3	-55.6904404296875E+3	56.873915537568195E+3
335E+0	651E+0	10.704710815429687E+3	-4.4208275451660156E+3	-55.71633740234375E+3	56.907355666561001E+3
340E+0	651E+0	10.722620361328125E+3	-4.4871224670410156E+3	-55.73809423828125E+3	56.937213828035528E+3
345E+0	651E+0	10.730498168945312E+3	-4.556332275390625E+3	-55.7589970703125E+3	56.96465405168353E+3
350E+0	651E+0	10.74543115234375E+3	-4.6086582946777344E+3	-55.782771484375E+3	56.994942700660154E+3
355E+0	651E+0	10.772116333007812E+3	-4.6690909423828125E+3	-55.79626708984375E+3	57.018107148412106E+3
360E+0	651E+0	10.790547485351562E+3	-4.727058837890625E+3	-55.81724267578125E+3	57.04688994969055E+3
365E+0	651E+0	10.807886352539062E+3	-4.7825834350585937E+3	-55.835986328125E+3	57.073138944751576E+3
370E+0	651E+0	10.8031689453125E+3	-4.7745317993164062E+3	-55.83889111328125E+3	57.074408405113885E+3
375E+0	651E+0	10.828634887695312E+3	-4.8548419189453125E+3	-55.86581787109375E+3	57.112350056012496E+3
380E+0	651E+0	10.869519409179687E+3	-4.9531624145507812E+3	-55.89351025390625E+3	57.15563521400137E+3
385E+0	651E+0	10.886662475585937E+3	-4.9967518310546875E+3	-55.9102001953125E+3	57.179014736181474E+3
390E+0	651E+0	10.909929809570312E+3	-5.0471730346679687E+3	-55.9306474609375E+3	57.207867208474585E+3
395E+0	651E+0	10.932097045898437E+3	-5.1099191284179687E+3	-55.94544677734375E+3	57.232131376212303E+3
