#2018-10-10
#17:29
#Balayage par: Administrateur
#ScanTask Size: 17,17


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
400E+0	450E+0	12.640601928710937E+3	-5.4676456909179687E+3	-57.9374892578125E+3	59.551936471875313E+3
425E+0	450E+0	13.455661987304687E+3	-4.7192612915039062E+3	-56.926326171875E+3	58.685036218066714E+3
450E+0	450E+0	13.4514736328125E+3	-4.7174647216796875E+3	-56.90210498046875E+3	58.660435409176272E+3
475E+0	450E+0	13.3625859375E+3	-4.8587477416992187E+3	-57.031533203125E+3	58.777226248450417E+3
500E+0	450E+0	13.262167114257812E+3	-4.990570556640625E+3	-57.17791943359375E+3	58.90760464023675E+3
525E+0	450E+0	13.161189453125E+3	-5.1044508056640625E+3	-57.32209912109375E+3	59.034700018826261E+3
550E+0	450E+0	13.040436767578125E+3	-5.1977095947265625E+3	-57.45659228515625E+3	59.146679327753525E+3
575E+0	450E+0	12.937244262695312E+3	-5.2914990844726562E+3	-57.59407958984375E+3	59.265932064167682E+3
600E+0	450E+0	12.842807250976562E+3	-5.3701383666992187E+3	-57.72984716796875E+3	59.384440410641837E+3
625E+0	450E+0	12.737169555664062E+3	-5.437501953125E+3	-57.8626533203125E+3	59.496966431756293E+3
650E+0	450E+0	12.64322607421875E+3	-5.4937332763671875E+3	-57.9825986328125E+3	59.598779209255823E+3
675E+0	450E+0	12.599236450195312E+3	-5.5402433471679687E+3	-58.0840498046875E+3	59.692481534162704E+3
700E+0	450E+0	12.596084228515625E+3	-5.558795166015625E+3	-58.144248046875E+3	59.75211716889427E+3
725E+0	450E+0	12.61229638671875E+3	-5.5632676391601562E+3	-58.17740283203125E+3	59.788214772915373E+3
750E+0	450E+0	12.657996215820312E+3	-5.5380339965820312E+3	-58.1813349609375E+3	59.799355547905769E+3
775E+0	450E+0	12.730944458007812E+3	-5.4929868774414062E+3	-58.1491220703125E+3	59.779351207922409E+3
800E+0	450E+0	12.830111450195312E+3	-5.422145263671875E+3	-58.07691943359375E+3	59.723870319719805E+3
400E+0	475E+0	12.700870849609375E+3	-5.5122133178710937E+3	-58.16312646484375E+3	59.788346859918762E+3
425E+0	475E+0	13.417869873046875E+3	-4.5851820983886719E+3	-56.9704228515625E+3	58.708540466833823E+3
450E+0	475E+0	13.333084716796875E+3	-4.7534437255859375E+3	-57.11189794921875E+3	58.839915929421615E+3
475E+0	475E+0	13.272852661132812E+3	-4.9122789916992187E+3	-57.249693359375E+3	58.973103177652527E+3
500E+0	475E+0	13.177406127929687E+3	-5.0489630126953125E+3	-57.39772021484375E+3	59.106977891990398E+3
525E+0	475E+0	13.085876586914062E+3	-5.16364013671875E+3	-57.54624072265625E+3	59.240810119856047E+3
550E+0	475E+0	12.9844501953125E+3	-5.2745164794921875E+3	-57.689236328125E+3	59.367204603079874E+3
575E+0	475E+0	12.895008056640625E+3	-5.3701834106445312E+3	-57.83066943359375E+3	59.493756174395297E+3
600E+0	475E+0	12.811929443359375E+3	-5.4511528930664062E+3	-57.96824267578125E+3	59.616928935368945E+3
625E+0	475E+0	12.711037353515625E+3	-5.522987060546875E+3	-58.09847314453125E+3	59.728610686758351E+3
650E+0	475E+0	12.641803955078125E+3	-5.5806480102539062E+3	-58.21995361328125E+3	59.83746585625501E+3
675E+0	475E+0	12.603652709960937E+3	-5.61986083984375E+3	-58.3146025390625E+3	59.925189025061947E+3
700E+0	475E+0	12.621954956054687E+3	-5.6399140625E+3	-58.375685546875E+3	59.990363672850668E+3
725E+0	475E+0	12.7071142578125E+3	-5.6219120483398437E+3	-58.40145751953125E+3	60.031721313255417E+3
750E+0	475E+0	12.704293823242187E+3	-5.619659423828125E+3	-58.4024931640625E+3	60.031920059637428E+3
775E+0	475E+0	12.805355712890625E+3	-5.573075927734375E+3	-58.360736328125E+3	60.008435931017157E+3
800E+0	475E+0	12.91703369140625E+3	-5.4940645141601562E+3	-58.2780517578125E+3	59.944694223906423E+3
400E+0	500E+0	12.762999145507812E+3	-5.59914306640625E+3	-58.383953125E+3	60.024420210913362E+3
425E+0	500E+0	13.204799926757812E+3	-4.7519405517578125E+3	-57.2702978515625E+3	58.966109324649486E+3
450E+0	500E+0	13.220643310546875E+3	-4.8213820190429687E+3	-57.31086181640625E+3	59.013274087369515E+3
475E+0	500E+0	13.159578491210937E+3	-4.9822670288085937E+3	-57.460208984375E+3	59.158038815191816E+3
500E+0	500E+0	13.08547802734375E+3	-5.1287282104492187E+3	-57.60619921875E+3	59.295937622694721E+3
525E+0	500E+0	13.013728393554687E+3	-5.2620428466796875E+3	-57.76189794921875E+3	59.44311250524898E+3
550E+0	500E+0	12.9265986328125E+3	-5.3727638549804687E+3	-57.9074755859375E+3	59.57549565430385E+3
575E+0	500E+0	12.844547241210937E+3	-5.470931396484375E+3	-58.0559609375E+3	59.711043213798119E+3
600E+0	500E+0	12.7676962890625E+3	-5.5592853393554687E+3	-58.1953857421875E+3	59.83830851049842E+3
625E+0	500E+0	12.684864135742187E+3	-5.6326585083007812E+3	-58.3302236328125E+3	59.958720328110197E+3
650E+0	500E+0	12.629295288085937E+3	-5.6943230590820312E+3	-58.44141455078125E+3	60.061000827144868E+3
675E+0	500E+0	12.611439331054687E+3	-5.7332933959960937E+3	-58.5334013671875E+3	60.150467408738419E+3
700E+0	500E+0	12.638356201171875E+3	-5.757037353515625E+3	-58.596111328125E+3	60.219401862248975E+3
725E+0	500E+0	12.680611206054687E+3	-5.7581195068359375E+3	-58.6221171875E+3	60.253688840515839E+3
750E+0	500E+0	12.76974853515625E+3	-5.7360489501953125E+3	-58.6132275390625E+3	60.261759931783446E+3
775E+0	500E+0	12.873148071289062E+3	-5.6816871337890625E+3	-58.5607666015625E+3	60.227596783586392E+3
800E+0	500E+0	13.008441528320312E+3	-5.6055347900390625E+3	-58.46822314453125E+3	60.159581072587585E+3
400E+0	525E+0	12.823236572265625E+3	-5.7128400268554687E+3	-58.5861787109375E+3	60.244608951880073E+3
425E+0	525E+0	13.130216186523437E+3	-4.7142021484375E+3	-57.313236328125E+3	58.986724856157874E+3
450E+0	525E+0	13.085014770507812E+3	-4.90171337890625E+3	-57.49685693359375E+3	59.170376574210932E+3
475E+0	525E+0	13.04829541015625E+3	-5.08167529296875E+3	-57.6529365234375E+3	59.329108037622238E+3
500E+0	525E+0	12.990669067382812E+3	-5.2341744384765625E+3	-57.80834716796875E+3	59.480749855896269E+3
525E+0	525E+0	12.928429565429687E+3	-5.3683209228515625E+3	-57.96475244140625E+3	59.631167597262189E+3
550E+0	525E+0	12.8538671875E+3	-5.4906539916992187E+3	-58.11589794921875E+3	59.773131618301901E+3
575E+0	525E+0	12.788914428710937E+3	-5.6020007934570312E+3	-58.26500634765625E+3	59.914524660843548E+3
600E+0	525E+0	12.73243408203125E+3	-5.688621337890625E+3	-58.4046376953125E+3	60.046460758576752E+3
625E+0	525E+0	12.663312255859375E+3	-5.76697509765625E+3	-58.5399970703125E+3	60.171000113802438E+3
650E+0	525E+0	12.614013793945312E+3	-5.8306002197265625E+3	-58.6542509765625E+3	60.277946867507991E+3
675E+0	525E+0	12.609496704101562E+3	-5.8800401611328125E+3	-58.74764697265625E+3	60.372682790498649E+3
700E+0	525E+0	12.659185791015625E+3	-5.9042416381835937E+3	-58.79742041015625E+3	60.433866746023763E+3
725E+0	525E+0	12.722057250976562E+3	-5.8997570190429687E+3	-58.8178994140625E+3	60.46655059551436E+3
750E+0	525E+0	12.811397583007812E+3	-5.872334228515625E+3	-58.8056630859375E+3	60.470841513938198E+3
775E+0	525E+0	12.952273315429687E+3	-5.8222952270507812E+3	-58.74669970703125E+3	60.438694893580388E+3
800E+0	525E+0	13.106685791015625E+3	-5.7477949829101562E+3	-58.64420556640625E+3	60.365269000193992E+3
400E+0	550E+0	12.891924926757812E+3	-5.8539688720703125E+3	-58.774966796875E+3	60.456331762005429E+3
425E+0	550E+0	12.97005615234375E+3	-4.8174407348632812E+3	-57.46834130859375E+3	59.110412284885955E+3
450E+0	550E+0	12.942379272460937E+3	-5.022510009765625E+3	-57.67110546875E+3	59.318527389926021E+3
475E+0	550E+0	12.914781372070312E+3	-5.2007881469726562E+3	-57.8295009765625E+3	59.481857609092614E+3
500E+0	550E+0	12.878582275390625E+3	-5.3680262451171875E+3	-57.98918017578125E+3	59.644104114914262E+3
525E+0	550E+0	12.83515283203125E+3	-5.5158831176757812E+3	-58.15083154296875E+3	59.805399282298778E+3
550E+0	550E+0	12.77638232421875E+3	-5.6418826293945312E+3	-58.3043212890625E+3	59.95382537430714E+3
575E+0	550E+0	12.720684448242187E+3	-5.7565443115234375E+3	-58.45706689453125E+3	60.101436955257442E+3
600E+0	550E+0	12.682866577148437E+3	-5.8559611206054687E+3	-58.60180615234375E+3	60.243834738631951E+3
625E+0	550E+0	12.6320361328125E+3	-5.9399841918945312E+3	-58.7294521484375E+3	60.365560486189352E+3
650E+0	550E+0	12.597036865234375E+3	-6.001990234375E+3	-58.84859765625E+3	60.48030520937137E+3
675E+0	550E+0	12.609195678710937E+3	-6.05017041015625E+3	-58.9396103515625E+3	60.576188447060893E+3
700E+0	550E+0	12.670366577148437E+3	-6.0775313720703125E+3	-58.98848681640625E+3	60.639233837726504E+3
725E+0	550E+0	12.75952734375E+3	-6.0788136596679687E+3	-59.00255908203125E+3	60.671739422473751E+3
750E+0	550E+0	12.87264794921875E+3	-6.0551571655273437E+3	-58.9838505859375E+3	60.67507783941074E+3
775E+0	550E+0	13.020416137695312E+3	-6.0013619384765625E+3	-58.91557177734375E+3	60.634913405882114E+3
800E+0	550E+0	13.195364624023437E+3	-5.921599853515625E+3	-58.8095205078125E+3	60.561895589859996E+3
400E+0	575E+0	12.949151245117187E+3	-6.0254935913085937E+3	-58.9502705078125E+3	60.655766650301557E+3
425E+0	575E+0	12.778555053710937E+3	-5.1434661254882812E+3	-57.827771484375E+3	59.445758852278603E+3
450E+0	575E+0	12.780903564453125E+3	-5.1434952392578125E+3	-57.81159423828125E+3	59.43053066761166E+3
475E+0	575E+0	12.777574584960937E+3	-5.3441317749023437E+3	-57.98936865234375E+3	59.620411495975655E+3
500E+0	575E+0	12.757283447265625E+3	-5.5178196411132812E+3	-58.15796923828125E+3	59.795855829498585E+3
525E+0	575E+0	12.73040185546875E+3	-5.6709212036132812E+3	-58.32235546875E+3	59.964322607579394E+3
550E+0	575E+0	12.686871826171875E+3	-5.8088861083984375E+3	-58.47088525390625E+3	60.11276699349848E+3
575E+0	575E+0	12.655475830078125E+3	-5.9351353149414062E+3	-58.62840283203125E+3	60.271692751129718E+3
600E+0	575E+0	12.627809204101562E+3	-6.0379383544921875E+3	-58.77053662109375E+3	60.41435941106957E+3
625E+0	575E+0	12.589980834960937E+3	-6.1248734741210937E+3	-58.9076767578125E+3	60.548629875181301E+3
650E+0	575E+0	12.611063110351562E+3	-6.2457952880859375E+3	-59.11063232421875E+3	60.762786160127929E+3
675E+0	575E+0	12.610698974609375E+3	-6.2481467895507812E+3	-59.10984912109375E+3	60.762190852756968E+3
700E+0	575E+0	12.687766357421875E+3	-6.2709498901367187E+3	-59.1562265625E+3	60.825684556710061E+3
725E+0	575E+0	12.78231396484375E+3	-6.2761552734375E+3	-59.16897265625E+3	60.858405423010423E+3
750E+0	575E+0	12.922023071289062E+3	-6.2543095092773437E+3	-59.1387431640625E+3	60.856277472241541E+3
775E+0	575E+0	13.088934326171875E+3	-6.1973429565429687E+3	-59.06984765625E+3	60.819196532945818E+3
800E+0	575E+0	13.289628540039062E+3	-6.1156559448242187E+3	-58.951951171875E+3	60.740008590306854E+3
400E+0	600E+0	13.003610473632812E+3	-6.2276220092773437E+3	-59.1071240234375E+3	60.840199764404897E+3
425E+0	600E+0	12.61460888671875E+3	-5.29328369140625E+3	-57.96511767578125E+3	59.557557433948197E+3
450E+0	600E+0	12.616573608398437E+3	-5.2897186279296875E+3	-57.94930712890625E+3	59.542268248879758E+3
475E+0	600E+0	12.6351591796875E+3	-5.496381103515625E+3	-58.13383642578125E+3	59.744462455707777E+3
500E+0	600E+0	12.62234228515625E+3	-5.68072509765625E+3	-58.30603076171875E+3	59.926520618374932E+3
525E+0	600E+0	12.618438720703125E+3	-5.8507376098632812E+3	-58.47418603515625E+3	60.10563272768283E+3
550E+0	600E+0	12.595221923828125E+3	-5.99862548828125E+3	-58.6294306640625E+3	60.266355871885033E+3
575E+0	600E+0	12.5763271484375E+3	-6.1268751831054687E+3	-58.78207177734375E+3	60.423795812569748E+3
600E+0	600E+0	12.563890991210937E+3	-6.2346192626953125E+3	-58.92847216796875E+3	60.574641405205919E+3
625E+0	600E+0	12.544767822265625E+3	-6.3332268676757812E+3	-59.06174462890625E+3	60.710551709076266E+3
650E+0	600E+0	12.557780883789062E+3	-6.40875E+3	-59.174626953125E+3	60.830970982667641E+3
675E+0	600E+0	12.603473999023437E+3	-6.4599644775390625E+3	-59.2583056640625E+3	60.927218968424102E+3
700E+0	600E+0	12.696891357421875E+3	-6.48716357421875E+3	-59.30802001953125E+3	60.997838372218299E+3
725E+0	600E+0	12.817458984375E+3	-6.49019873046875E+3	-59.3129208984375E+3	61.02813409957687E+3
750E+0	600E+0	12.974251220703125E+3	-6.4687361450195312E+3	-59.2818525390625E+3	61.028799805979936E+3
775E+0	600E+0	13.161289672851562E+3	-6.4148621215820312E+3	-59.20117626953125E+3	60.984832531169115E+3
800E+0	600E+0	13.3765390625E+3	-6.3325966186523437E+3	-59.07897216796875E+3	60.904508489195599E+3
400E+0	625E+0	13.0628330078125E+3	-6.444267578125E+3	-59.2449267578125E+3	61.009246688474472E+3
425E+0	625E+0	12.404465454101562E+3	-5.2100308837890625E+3	-57.86374609375E+3	59.40731312419194E+3
450E+0	625E+0	12.429509155273437E+3	-5.4554368286132812E+3	-58.0863701171875E+3	59.651331041009194E+3
475E+0	625E+0	12.4683427734375E+3	-5.673432861328125E+3	-58.261251953125E+3	59.849990081889839E+3
500E+0	625E+0	12.477589111328125E+3	-5.8716409912109375E+3	-58.43205859375E+3	60.037258297390224E+3
525E+0	625E+0	12.49978173828125E+3	-6.048097412109375E+3	-58.6017412109375E+3	60.224484866976534E+3
550E+0	625E+0	12.489712036132812E+3	-6.1997734375E+3	-58.76298974609375E+3	60.394698354277192E+3
575E+0	625E+0	12.489513427734375E+3	-6.34313427734375E+3	-58.92017529296875E+3	60.562453338920452E+3
600E+0	625E+0	12.5052080078125E+3	-6.5590888671875E+3	-59.1984482421875E+3	60.859335465119999E+3
625E+0	625E+0	12.499228759765625E+3	-6.5551621704101562E+3	-59.19945068359375E+3	60.858657605682849E+3
650E+0	625E+0	12.5269443359375E+3	-6.6366668090820312E+3	-59.31140625E+3	60.98207237368128E+3
675E+0	625E+0	12.59281689453125E+3	-6.6958487548828125E+3	-59.39747998046875E+3	61.085797134264372E+3
700E+0	625E+0	12.704863525390625E+3	-6.7236939697265625E+3	-59.4342919921875E+3	61.147830777091789E+3
725E+0	625E+0	12.842522094726562E+3	-6.7286400756835937E+3	-59.44181005859375E+3	61.184428632212432E+3
750E+0	625E+0	13.016257202148437E+3	-6.706818359375E+3	-59.4053623046875E+3	61.18334715256402E+3
775E+0	625E+0	13.22477685546875E+3	-6.6538190307617187E+3	-59.32021044921875E+3	61.139643347189485E+3
800E+0	625E+0	13.466472778320312E+3	-6.57295556640625E+3	-59.19311572265625E+3	61.060422151524493E+3
400E+0	650E+0	13.123724487304687E+3	-6.688137939453125E+3	-59.3660283203125E+3	61.166081639603624E+3
425E+0	650E+0	12.2412744140625E+3	-5.631348388671875E+3	-58.19246142578125E+3	59.732101345737319E+3
450E+0	650E+0	12.24166845703125E+3	-5.62954638671875E+3	-58.18103173828125E+3	59.720877639221959E+3
475E+0	650E+0	12.300904174804687E+3	-5.8623619384765625E+3	-58.3730380859375E+3	59.942401522652144E+3
500E+0	650E+0	12.333656127929687E+3	-6.069463623046875E+3	-58.55381591796875E+3	60.145717032614157E+3
525E+0	650E+0	12.359523071289062E+3	-6.2533211669921875E+3	-58.72108056640625E+3	60.332641219667246E+3
550E+0	650E+0	12.367660766601562E+3	-6.4167196044921875E+3	-58.88255224609375E+3	60.508584338384404E+3
575E+0	650E+0	12.401955688476562E+3	-6.5668953247070312E+3	-59.04199072265625E+3	60.686817247106723E+3
600E+0	650E+0	12.428354858398437E+3	-6.687053466796875E+3	-59.183970703125E+3	60.843435740047862E+3
625E+0	650E+0	12.4433798828125E+3	-6.7944935913085937E+3	-59.3193544921875E+3	60.990073897912865E+3
650E+0	650E+0	12.486004150390625E+3	-6.87630126953125E+3	-59.42708251953125E+3	61.112702994414634E+3
675E+0	650E+0	12.567649047851562E+3	-6.9373678588867187E+3	-59.5142568359375E+3	61.221076788214617E+3
700E+0	650E+0	12.704642333984375E+3	-6.9720504150390625E+3	-59.55161865234375E+3	61.28958523513587E+3
725E+0	650E+0	12.864226318359375E+3	-6.9834658203125E+3	-59.5537294921875E+3	61.326212062704406E+3
750E+0	650E+0	13.057310546875E+3	-6.961589599609375E+3	-59.51662353515625E+3	61.32851001004182E+3
775E+0	650E+0	13.291505737304687E+3	-6.908902587890625E+3	-59.4271806640625E+3	61.286111044385245E+3
800E+0	650E+0	13.550026123046875E+3	-6.827855224609375E+3	-59.296177734375E+3	61.206699072815034E+3
400E+0	675E+0	13.177235717773437E+3	-6.9390604248046875E+3	-59.47313623046875E+3	61.309417485996542E+3
425E+0	675E+0	12.0495107421875E+3	-5.7014599609375E+3	-58.22279833984375E+3	59.730691343051178E+3
450E+0	675E+0	12.041875E+3	-5.8131761474609375E+3	-58.28626123046875E+3	59.800406834156129E+3
475E+0	675E+0	12.109801025390625E+3	-6.050128173828125E+3	-58.4763623046875E+3	60.022802444374429E+3
500E+0	675E+0	12.169499877929687E+3	-6.2711905517578125E+3	-58.6475400390625E+3	60.224240324355611E+3
525E+0	675E+0	12.222545776367187E+3	-6.469767578125E+3	-58.8267275390625E+3	60.430398517173431E+3
550E+0	675E+0	12.25673974609375E+3	-6.6405947265625E+3	-58.98281005859375E+3	60.607735960308324E+3
575E+0	675E+0	12.293837890625E+3	-6.7963245239257812E+3	-59.140615234375E+3	60.786030081126708E+3
600E+0	675E+0	12.348335205078125E+3	-6.9337760009765625E+3	-59.28889453125E+3	60.956804636516965E+3
625E+0	675E+0	12.389092529296875E+3	-7.0395781860351562E+3	-59.4185810546875E+3	61.103302046928111E+3
650E+0	675E+0	12.450740478515625E+3	-7.124572509765625E+3	-59.5251708984375E+3	61.229299028352645E+3
675E+0	675E+0	12.554974975585937E+3	-7.1902471313476562E+3	-59.61005859375E+3	61.340742886308246E+3
700E+0	675E+0	12.709236450195312E+3	-7.2270194091796875E+3	-59.64625244140625E+3	61.411973433670864E+3
725E+0	675E+0	12.89385693359375E+3	-7.239994873046875E+3	-59.64616943359375E+3	61.451892741612122E+3
750E+0	675E+0	13.104474609375E+3	-7.2146232299804687E+3	-59.60474462890625E+3	61.453268619754803E+3
775E+0	675E+0	13.358454711914062E+3	-7.1675291748046875E+3	-59.514634765625E+3	61.415096680307222E+3
800E+0	675E+0	13.643529418945312E+3	-7.0880563354492187E+3	-59.38242333984375E+3	61.340519140023753E+3
400E+0	700E+0	13.238155517578125E+3	-7.1916746826171875E+3	-59.5611396484375E+3	61.436954710174534E+3
425E+0	700E+0	11.827277954101562E+3	-6.0048226318359375E+3	-58.367048828125E+3	59.855286605698951E+3
450E+0	700E+0	11.829489868164062E+3	-6.000757568359375E+3	-58.35579248046875E+3	59.844339266998693E+3
475E+0	700E+0	11.918508544921875E+3	-6.2504011840820312E+3	-58.5553642578125E+3	60.082022534812808E+3
500E+0	700E+0	11.993681274414062E+3	-6.4815140380859375E+3	-58.7385859375E+3	60.299920612377049E+3
525E+0	700E+0	12.069602416992187E+3	-6.6871995849609375E+3	-58.9120908203125E+3	60.506436297005304E+3
550E+0	700E+0	12.128186645507812E+3	-6.8704160766601562E+3	-59.06885546875E+3	60.691232664312352E+3
575E+0	700E+0	12.185418212890625E+3	-7.0367945556640625E+3	-59.22613134765625E+3	60.874757885088918E+3
600E+0	700E+0	12.254836669921875E+3	-7.18058740234375E+3	-59.3735556640625E+3	61.048845132534538E+3
625E+0	700E+0	12.32166357421875E+3	-7.3054374389648437E+3	-59.5031376953125E+3	61.203077869037108E+3
650E+0	700E+0	12.4056103515625E+3	-7.3950155029296875E+3	-59.6115693359375E+3	61.336165850227349E+3
675E+0	700E+0	12.529168579101562E+3	-7.4639349975585937E+3	-59.68892236328125E+3	61.444759222432454E+3
700E+0	700E+0	12.707853759765625E+3	-7.5049580688476562E+3	-59.73028271484375E+3	61.526589235040032E+3
725E+0	700E+0	12.911982299804687E+3	-7.5176257934570312E+3	-59.72419677734375E+3	61.564716380874292E+3
750E+0	700E+0	13.140244873046875E+3	-7.4971530151367187E+3	-59.6829716796875E+3	61.570536437487011E+3
775E+0	700E+0	13.41997314453125E+3	-7.44435986328125E+3	-59.59157958984375E+3	61.535933395410364E+3
800E+0	700E+0	13.731005981445312E+3	-7.3686627197265625E+3	-59.45393310546875E+3	61.462253199900158E+3
400E+0	725E+0	13.28845068359375E+3	-7.4741200561523437E+3	-59.6386953125E+3	61.55664298513114E+3
425E+0	725E+0	11.602478637695312E+3	-6.211724365234375E+3	-58.4354580078125E+3	59.899134240045212E+3
450E+0	725E+0	11.6001337890625E+3	-6.2106610717773437E+3	-58.42820556640625E+3	59.891495367667798E+3
475E+0	725E+0	11.71537890625E+3	-6.47757763671875E+3	-58.6288037109375E+3	60.137726412802629E+3
500E+0	725E+0	11.8107119140625E+3	-6.7182169799804687E+3	-58.8145087890625E+3	60.363685809915842E+3
525E+0	725E+0	11.901647705078125E+3	-6.930646484375E+3	-58.9813837890625E+3	60.568037651133425E+3
550E+0	725E+0	11.980659545898437E+3	-7.1257361450195312E+3	-59.1369189453125E+3	60.75761613973276E+3
575E+0	725E+0	12.06267333984375E+3	-7.3018230590820312E+3	-59.2981953125E+3	60.951631728457294E+3
600E+0	725E+0	12.161662963867187E+3	-7.4463521118164062E+3	-59.4438564453125E+3	61.130407921849524E+3
625E+0	725E+0	12.242039672851562E+3	-7.5650872192382812E+3	-59.57151904296875E+3	61.285108690953893E+3
650E+0	725E+0	12.353091552734375E+3	-7.666655029296875E+3	-59.68051708984375E+3	61.425899836728677E+3
675E+0	725E+0	12.505957397460937E+3	-7.7414552001953125E+3	-59.75906005859375E+3	61.542463672601421E+3
700E+0	725E+0	12.703699584960937E+3	-7.7856672973632812E+3	-59.79242919921875E+3	61.620904083882531E+3
725E+0	725E+0	12.930146606445312E+3	-7.8025089111328125E+3	-59.78693701171875E+3	61.664789730168784E+3
750E+0	725E+0	13.182596313476562E+3	-7.78888818359375E+3	-59.743759765625E+3	61.674670876808144E+3
775E+0	725E+0	13.485153686523437E+3	-7.7396536254882812E+3	-59.655072265625E+3	61.648032116446542E+3
800E+0	725E+0	13.810753662109375E+3	-7.6608236694335937E+3	-59.50773046875E+3	61.567815732098068E+3
400E+0	750E+0	13.348624877929687E+3	-7.7667513427734375E+3	-59.7008935546875E+3	61.666083169204088E+3
425E+0	750E+0	11.220371826171875E+3	-6.1356832885742187E+3	-58.263095703125E+3	59.650082161324091E+3
450E+0	750E+0	11.3529658203125E+3	-6.43394677734375E+3	-58.49489599609375E+3	59.932785591727705E+3
475E+0	750E+0	11.501380493164062E+3	-6.7065435791015625E+3	-58.68881005859375E+3	60.180033631458427E+3
500E+0	750E+0	11.6197724609375E+3	-6.95624462890625E+3	-58.87165380859375E+3	60.409276278300669E+3
